ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Meta: _wpcom_is_markdown,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Download 1 ID,Download 1 name,Download 1 URL,Download 2 ID,Download 2 name,Download 2 URL
55,simple,SKU-0055,Classic Maxi Dress,1,0,visible,"Classic Maxi Dress — premium quality, stylish and comfortable for daily wear.","The Classic Maxi Dress is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for dress lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,138,,0,0,,,,,1,,83.05,103.93,Dress,,,http://localhost/wordpress/wp-content/uploads/2025/11/dress-15.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,simple,SKU-0056,Comfort Bodycon Dress,1,0,visible,"Comfort Bodycon Dress — premium quality, stylish and comfortable for daily wear.","The Comfort Bodycon Dress is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for dress lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,197,,0,0,,,,,1,,,212.9,Dress,,,http://localhost/wordpress/wp-content/uploads/2025/11/dress-16.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,simple,SKU-0057,Vintage Bodycon Dress,1,0,visible,"Vintage Bodycon Dress — premium quality, stylish and comfortable for daily wear.","The Vintage Bodycon Dress is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for dress lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,91,,0,0,,,,,1,,64.81,79.64,Dress,,,http://localhost/wordpress/wp-content/uploads/2025/11/dress-17.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,simple,SKU-0058,Classic Evening Gown,1,0,visible,"Classic Evening Gown — premium quality, stylish and comfortable for daily wear.","The Classic Evening Gown is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for dress lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,81,,0,0,,,,,1,,,98.8,Dress,,,http://localhost/wordpress/wp-content/uploads/2025/11/dress-18.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,simple,SKU-0059,Stylish Bodycon Dress,1,1,visible,"Stylish Bodycon Dress — premium quality, stylish and comfortable for daily wear.","The Stylish Bodycon Dress is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for dress lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,16,,0,0,,,,,1,,72.38,80.75,Dress,,,http://localhost/wordpress/wp-content/uploads/2025/11/dress-19.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,simple,SKU-0060,Comfort Maxi Dress,1,0,visible,"Comfort Maxi Dress — premium quality, stylish and comfortable for daily wear.","The Comfort Maxi Dress is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for dress lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,79,,0,0,,,,,1,,87.43,115.63,Dress,,,http://localhost/wordpress/wp-content/uploads/2025/11/dress-20.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,simple,SKU-0061,Stylish Yoga Pants,1,0,visible,"Stylish Yoga Pants — premium quality, stylish and comfortable for daily wear.","The Stylish Yoga Pants is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for gym lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,122,,0,0,,,,,1,,145.7,169.98,Gym,,,http://localhost/wordpress/wp-content/uploads/2025/11/gym-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,simple,SKU-0062,Luxury Track Jacket,1,0,visible,"Luxury Track Jacket — premium quality, stylish and comfortable for daily wear.","The Luxury Track Jacket is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for gym lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,150,,0,0,,,,,1,,212.02,270.75,Gym,,,http://localhost/wordpress/wp-content/uploads/2025/11/gym-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,simple,SKU-0063,Classic Track Jacket,1,0,visible,"Classic Track Jacket — premium quality, stylish and comfortable for daily wear.","The Classic Track Jacket is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for gym lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,22,,0,0,,,,,1,,,27.85,Gym,,,http://localhost/wordpress/wp-content/uploads/2025/11/gym-3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,simple,SKU-0064,Classic Yoga Pants,1,0,visible,"Classic Yoga Pants — premium quality, stylish and comfortable for daily wear.","The Classic Yoga Pants is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for gym lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,8,,0,0,,,,,1,,25.6,35.2,Gym,,,http://localhost/wordpress/wp-content/uploads/2025/11/gym-4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,simple,SKU-0065,Classic Tank Top,1,0,visible,"Classic Tank Top — premium quality, stylish and comfortable for daily wear.","The Classic Tank Top is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for gym lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,14,,0,0,,,,,1,,78.52,100.66,Gym,,,http://localhost/wordpress/wp-content/uploads/2025/11/gym-5.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,simple,SKU-0066,Comfort Gym Shorts,1,0,visible,"Comfort Gym Shorts — premium quality, stylish and comfortable for daily wear.","The Comfort Gym Shorts is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for gym lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,24,,0,0,,,,,1,,200.91,259.49,Gym,,,http://localhost/wordpress/wp-content/uploads/2025/11/gym-6.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,simple,SKU-0067,Vintage Track Jacket,1,0,visible,"Vintage Track Jacket — premium quality, stylish and comfortable for daily wear.","The Vintage Track Jacket is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for gym lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,194,,0,0,,,,,1,,255.91,299.77,Gym,,,http://localhost/wordpress/wp-content/uploads/2025/11/gym-7.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,simple,SKU-0068,Classic Track Jacket,1,0,visible,"Classic Track Jacket — premium quality, stylish and comfortable for daily wear.","The Classic Track Jacket is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for gym lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,102,,0,0,,,,,1,,,150.33,Gym,,,http://localhost/wordpress/wp-content/uploads/2025/11/gym-8.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,simple,SKU-0069,Casual Gym Shorts,1,1,visible,"Casual Gym Shorts — premium quality, stylish and comfortable for daily wear.","The Casual Gym Shorts is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for gym lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,164,,0,0,,,,,1,,66.29,76.72,Gym,,,http://localhost/wordpress/wp-content/uploads/2025/11/gym-9.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,simple,SKU-0070,Sporty Tank Top,1,0,visible,"Sporty Tank Top — premium quality, stylish and comfortable for daily wear.","The Sporty Tank Top is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for gym lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,82,,0,0,,,,,1,,191.77,267.02,Gym,,,http://localhost/wordpress/wp-content/uploads/2025/11/gym-10.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,simple,SKU-0071,Classic Hoodie,1,0,visible,"Classic Hoodie — premium quality, stylish and comfortable for daily wear.","The Classic Hoodie is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for gym lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,89,,0,0,,,,,1,,59.19,73.75,High Heels,,,http://localhost/wordpress/wp-content/uploads/2025/11/highheels-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,simple,SKU-0072,Modern Gym Shorts,1,0,visible,"Modern Gym Shorts — premium quality, stylish and comfortable for daily wear.","The Modern Gym Shorts is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for gym lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,28,,0,0,,,,,1,,33.48,44.19,High Heels,,,http://localhost/wordpress/wp-content/uploads/2025/11/highheels-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,simple,SKU-0073,Elegant Hoodie,1,0,visible,"Elegant Hoodie — premium quality, stylish and comfortable for daily wear.","The Elegant Hoodie is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for gym lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,190,,0,0,,,,,1,,17.56,24.54,High Heels,,,http://localhost/wordpress/wp-content/uploads/2025/11/highheels-3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,simple,SKU-0074,Comfort Hoodie,1,1,visible,"Comfort Hoodie — premium quality, stylish and comfortable for daily wear.","The Comfort Hoodie is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for gym lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,113,,0,0,,,,,1,,128.16,154.26,High Heels,,,http://localhost/wordpress/wp-content/uploads/2025/11/highheels-4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,simple,SKU-0075,Stylish Tank Top,1,0,visible,"Stylish Tank Top — premium quality, stylish and comfortable for daily wear.","The Stylish Tank Top is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for gym lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,27,,0,0,,,,,1,,,157.29,High Heels,,,http://localhost/wordpress/wp-content/uploads/2025/11/highheels-5.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,simple,SKU-0076,Premium Gym Shorts,1,0,visible,"Premium Gym Shorts — premium quality, stylish and comfortable for daily wear.","The Premium Gym Shorts is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for gym lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,192,,0,0,,,,,1,,100.09,113.69,High Heels,,,http://localhost/wordpress/wp-content/uploads/2025/11/highheels-6.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,simple,SKU-0077,Elegant Tank Top,1,0,visible,"Elegant Tank Top — premium quality, stylish and comfortable for daily wear.","The Elegant Tank Top is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for gym lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,26,,0,0,,,,,1,,137.29,181.71,High Heels,,,http://localhost/wordpress/wp-content/uploads/2025/11/highheels-7.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,simple,SKU-0078,Casual Tank Top,1,0,visible,"Casual Tank Top — premium quality, stylish and comfortable for daily wear.","The Casual Tank Top is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for gym lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,129,,0,0,,,,,1,,169.94,234.87,High Heels,,,http://localhost/wordpress/wp-content/uploads/2025/11/highheels-8.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,simple,SKU-0079,Modern Tank Top,1,0,visible,"Modern Tank Top — premium quality, stylish and comfortable for daily wear.","The Modern Tank Top is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for gym lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,44,,0,0,,,,,1,,,109.97,High Heels,,,http://localhost/wordpress/wp-content/uploads/2025/11/highheels-9.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,simple,SKU-0080,Premium Tank Top,1,0,visible,"Premium Tank Top — premium quality, stylish and comfortable for daily wear.","The Premium Tank Top is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for gym lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,196,,0,0,,,,,1,,40.39,56.74,High Heels,,,http://localhost/wordpress/wp-content/uploads/2025/11/highheels-10.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,simple,SKU-0081,Elegant T-Shirt,1,0,visible,"Elegant T-Shirt — premium quality, stylish and comfortable for daily wear.","The Elegant T-Shirt is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for shirt lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,36,,0,0,,,,,1,,62.23,75.59,Shirt,,,http://localhost/wordpress/wp-content/uploads/2025/11/shirt-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,simple,SKU-0082,Sporty Flannel Shirt,1,0,visible,"Sporty Flannel Shirt — premium quality, stylish and comfortable for daily wear.","The Sporty Flannel Shirt is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for shirt lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,152,,0,0,,,,,1,,232.87,276.51,Shirt,,,http://localhost/wordpress/wp-content/uploads/2025/11/shirt-2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,simple,SKU-0083,Elegant Flannel Shirt,1,0,visible,"Elegant Flannel Shirt — premium quality, stylish and comfortable for daily wear.","The Elegant Flannel Shirt is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for shirt lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,131,,0,0,,,,,1,,,142.77,Shirt,,,http://localhost/wordpress/wp-content/uploads/2025/11/shirt-3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,simple,SKU-0084,Classic Flannel Shirt,1,0,visible,"Classic Flannel Shirt — premium quality, stylish and comfortable for daily wear.","The Classic Flannel Shirt is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for shirt lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,6,,0,0,,,,,1,,200.33,243.2,Shirt,,,http://localhost/wordpress/wp-content/uploads/2025/11/shirt-4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,simple,SKU-0085,Sporty Denim Shirt,1,0,visible,"Sporty Denim Shirt — premium quality, stylish and comfortable for daily wear.","The Sporty Denim Shirt is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for shirt lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,154,,0,0,,,,,1,,88.56,106.5,Shirt,,,http://localhost/wordpress/wp-content/uploads/2025/11/shirt-5.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,simple,SKU-0086,Vintage Denim Shirt,1,0,visible,"Vintage Denim Shirt — premium quality, stylish and comfortable for daily wear.","The Vintage Denim Shirt is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for shirt lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,168,,0,0,,,,,1,,126.65,178.37,Shirt,,,http://localhost/wordpress/wp-content/uploads/2025/11/shirt-6.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,simple,SKU-0087,Casual Denim Shirt,1,1,visible,"Casual Denim Shirt — premium quality, stylish and comfortable for daily wear.","The Casual Denim Shirt is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for shirt lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,186,,0,0,,,,,1,,,253.91,Shirt,,,http://localhost/wordpress/wp-content/uploads/2025/11/shirt-7.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,simple,SKU-0088,Sporty Denim Shirt,1,0,visible,"Sporty Denim Shirt — premium quality, stylish and comfortable for daily wear.","The Sporty Denim Shirt is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for shirt lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,71,,0,0,,,,,1,,21.67,30.17,Shirt,,,http://localhost/wordpress/wp-content/uploads/2025/11/shirt-8.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,simple,SKU-0089,Casual Polo,1,0,visible,"Casual Polo — premium quality, stylish and comfortable for daily wear.","The Casual Polo is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for shirt lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,98,,0,0,,,,,1,,80.84,111.35,Shirt,,,http://localhost/wordpress/wp-content/uploads/2025/11/shirt-9.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,simple,SKU-0090,Elegant Flannel Shirt,1,0,visible,"Elegant Flannel Shirt — premium quality, stylish and comfortable for daily wear.","The Elegant Flannel Shirt is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for shirt lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,124,,0,0,,,,,1,,,207.09,Shirt,,,http://localhost/wordpress/wp-content/uploads/2025/11/shirt-10.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,simple,SKU-0091,Luxury Denim Shirt,1,0,visible,"Luxury Denim Shirt — premium quality, stylish and comfortable for daily wear.","The Luxury Denim Shirt is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for shirt lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,132,,0,0,,,,,1,,157.68,204.78,Shirt,,,http://localhost/wordpress/wp-content/uploads/2025/11/shirt-11.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,simple,SKU-0092,Elegant Polo,1,0,visible,"Elegant Polo — premium quality, stylish and comfortable for daily wear.","The Elegant Polo is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for shirt lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,162,,0,0,,,,,1,,160.51,224.31,Shirt,,,http://localhost/wordpress/wp-content/uploads/2025/11/shirt-12.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,simple,SKU-0093,Modern Polo,1,0,visible,"Modern Polo — premium quality, stylish and comfortable for daily wear.","The Modern Polo is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for shirt lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,192,,0,0,,,,,1,,164.05,231.57,Shirt,,,http://localhost/wordpress/wp-content/uploads/2025/11/shirt-13.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,simple,SKU-0094,Comfort Flannel Shirt,1,1,visible,"Comfort Flannel Shirt — premium quality, stylish and comfortable for daily wear.","The Comfort Flannel Shirt is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for shirt lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,138,,0,0,,,,,1,,,12.45,Shirt,,,http://localhost/wordpress/wp-content/uploads/2025/11/shirt-14.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,simple,SKU-0095,Classic Denim Shirt,1,0,visible,"Classic Denim Shirt — premium quality, stylish and comfortable for daily wear.","The Classic Denim Shirt is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for shirt lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,134,,0,0,,,,,1,,225.21,269.21,Shirt,,,http://localhost/wordpress/wp-content/uploads/2025/11/shirt-15.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,simple,SKU-0096,Comfort Denim Shirt,1,0,visible,"Comfort Denim Shirt — premium quality, stylish and comfortable for daily wear.","The Comfort Denim Shirt is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for shirt lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,91,,0,0,,,,,1,,31.75,45.24,Shirt,,,http://localhost/wordpress/wp-content/uploads/2025/11/shirt-16.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,simple,SKU-0097,Stylish T-Shirt,1,0,visible,"Stylish T-Shirt — premium quality, stylish and comfortable for daily wear.","The Stylish T-Shirt is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for shirt lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,35,,0,0,,,,,1,,31.98,36.64,Shirt,,,http://localhost/wordpress/wp-content/uploads/2025/11/shirt-17.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,simple,SKU-0098,Comfort Polo,1,0,visible,"Comfort Polo — premium quality, stylish and comfortable for daily wear.","The Comfort Polo is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for shirt lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,160,,0,0,,,,,1,,63.38,86.2,Shirt,,,http://localhost/wordpress/wp-content/uploads/2025/11/shirt-18.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,simple,SKU-0099,Comfort Oxford Shirt,1,0,visible,"Comfort Oxford Shirt — premium quality, stylish and comfortable for daily wear.","The Comfort Oxford Shirt is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for shirt lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,20,,0,0,,,,,1,,,43.53,Shirt,,,http://localhost/wordpress/wp-content/uploads/2025/11/shirt-19.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,simple,SKU-0100,Sporty Denim Shirt,1,0,visible,"Sporty Denim Shirt — premium quality, stylish and comfortable for daily wear.","The Sporty Denim Shirt is designed for comfort and style. Made from high-quality materials, it offers a perfect fit for your everyday wear. Ideal for shirt lovers who appreciate both performance and fashion. Available in multiple colors and sizes.",,,taxable,,1,111,,0,0,,,,,1,,232.2,290.91,Shirt,,,http://localhost/wordpress/wp-content/uploads/2025/11/shirt-20.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
